"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2177","samsung-internal-solid-state-drive",NA,"b ellery","i would give it  but the fact they didnt bother to include a cent installation screw so i now have to pay separately for screws and wait another week for the damn things to arrive so i can even install and use this  not good enough",2023-05-27,5,"verified purchase"
"2178","samsung-internal-solid-state-drive",NA,"jeanmarc annonier","great product easy to install and now can store more games on my ps",2021-09-19,1,"verified purchase"
"2179","samsung-internal-solid-state-drive",NA,"jeff w","just for other peoples information i received one that was on older software so before i put it in my ps i plugged it into a pcie port doesnt have to be gen on my pc and updated it through samsung magician to be safe and sure it would get those top speeds then plugged it in and perfect",2023-10-08,5,"verified purchase"
"2180","samsung-internal-solid-state-drive",NA,"reviewguy","slotted it no problems configured and great working storage super fast",2023-06-09,5,"verified purchase"
"2181","samsung-internal-solid-state-drive",NA,"adrian bird","the best pcie ssd even know the pcie  is out a while ago but for some laptop and motherboards that only support  its definitely the best ssd",2024-03-05,4,"verified purchase"
"2182","samsung-internal-solid-state-drive",NA,"b ellery","first one failed within  months i lost vital data and photos despite that thr company replaced it free of charge and it has since done me well",2024-02-08,5,"verified purchase"
"2183","samsung-internal-solid-state-drive",NA,"twdjlzl","bought the  tb and great value for money easy to install the hardest part was taking the cover off the ps unit lol the speed it showed on the ps after reformatting was very happy with this purchase",2023-04-01,1,"verified purchase"
"2184","samsung-internal-solid-state-drive",NA,"adam","my mate told me to get the pro i dont regret it maybe get a bigger capacity aye cus games these days bro getting bigger and bigger",2023-03-27,5,"verified purchase"
"2185","samsung-internal-solid-state-drive",NA,"mara","tb is the minimum standard nowadays but my dad insisted on this one for his pc i tried to tell him",2023-01-05,5,"verified purchase"
"2186","samsung-internal-solid-state-drive",NA,"yumika saeki snake tongue enjoyer","bought this as a secondary ssd for my legion  pro  works like a charm as a steam game drive",2023-03-11,5,"verified purchase"
"2187","samsung-internal-solid-state-drive",NA,"alex","works as promised used the tb  pro to upgrade my gb galaxy book pro  now its a beast and will definitely purchase another one down the line to fill in the empty ssd for even more spaceextremely pleased in this purchase",2023-02-11,5,"verified purchase"
"2188","samsung-internal-solid-state-drive",NA,"lg","excellent performance",2023-03-30,4,"verified purchase"
"2189","samsung-internal-solid-state-drive",NA,"gekokujou","a very easy storage solution to enhance you ps gaming experiencethis ssd is recommended by many gaming reviewersinstallation is simple and data transfer speed is amazinga triple a rating for this one from me",2022-10-03,5,"verified purchase"
"2190","samsung-internal-solid-state-drive",NA,"vista abstraction","i cant say im not happy with the purchase and i see the benchmarks that ppl post saying its super fast  is it crazy better for gaming over a gb evo pro which i was using at the price point noeven a tb evo pro is  aud cheaperiam using the msi x tomahawk wifi mobo that has pcie  support and im not seeing a huge difference in gaming load times maybe for other applications its a beast but for gaming id stick with the  evo pro tb",2023-06-09,5,"verified purchase"
"2191","samsung-internal-solid-state-drive",NA,"adrian bird","purchased for ps storage upgrade fits in perfectly speed well exceeds ps requirements my ps tested it with score of gbs requirement is gbs it was also more affordable than comparable models from other brands when i have ordered it worth looking around though  this is not necessarily always going to be case",2024-03-05,4,"verified purchase"
"2192","samsung-internal-solid-state-drive",NA,"b ellery","excellent servicecomputer update",2024-02-08,5,"verified purchase"
"2193","samsung-internal-solid-state-drive",NA,"nick","used the  evo plus m for my external drive as shown in the pichave ordered another and a tb version for another notebook as they are very fast and not too hot for such an enclosed space they are really fast and stableyou honestly cannot go wrong with this m ssd driveit is simply one of the best",2022-06-02,1,"verified purchase"
"2194","samsung-internal-solid-state-drive",NA,"whitie","would be nice if it includes the screw to secure it  as described working so far  but havent tried running it through benchmarkgood price at around  usd i think",2023-05-03,5,"verified purchase"
"2195","samsung-internal-solid-state-drive",NA,"rmillsbkk","very fast ssd the magician app makes life easy too and is great for cloning drives faster speed than the drive that came with my dell g series gaming laptop too",2022-04-04,5,"verified purchase"
"2196","samsung-internal-solid-state-drive",NA,"rmillsbkk","perfect upgrade for anyone wanting extra storage for their ps definitely recommend this drive",2022-10-02,5,"verified purchase"
"2197","samsung-internal-solid-state-drive",NA,"geoff","i upgraded my nvme to gig no problem works great very fast",2022-10-31,5,"verified purchase"
"2198","samsung-internal-solid-state-drive",NA,"kingsley d","a little expensive and samsung could of upgraded the firmware first but my son seems to love it in his ps",2023-02-07,5,"verified purchase"
"2199","samsung-internal-solid-state-drive",NA,"strontium soldier","really amazing ssd got it on sale such a great deal only downside is that to get around mbs speeds you will need a windows pc with an extra nvme slot to update it with samsung magician",2023-02-09,5,"verified purchase"
"2200","samsung-internal-solid-state-drive",NA,"macca","excellent nvme m ssd  excellent benchmarks  stays very cool in a small laptop",2022-09-11,5,"verified purchase"
"2201","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"steve","ive been using it for gaming cause my storage had been overflowing its been running super fast honestly no different from my internal ssd great product especially for the price",2024-01-28,4,"verified purchase"
"2202","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"matt","small and portable decent performance works as advertised",2024-02-16,5,"verified purchase"
"2203","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"aiden","delivered on time and seems to copy quickly no issues all goodcame with two cords and booklet",2023-11-03,1,"verified purchase"
"2204","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"jellycookie","i bought this ssd to use with macbook instead of usb i used security function to set up password but macbook wont recognise ssd even though it was connected  wont let me access to the files inside i tried to  reinstall change system function  tried everything internet suggested but none of them worked then i removed password  it all worked out but otherwise this is compact easy to use value for money im saving all my study notes with voice recordings   lecture slides each week but it theres still room to spare  so fast less than sec to read files overall recommended",2023-09-30,5,"verified purchase"
"2205","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"the hills","best small drive ive ever had until the next smaller version they bring out ",2023-11-08,5,"verified purchase"
"2206","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"the hills","this external drive was an addition to my wifes laptop as her internal drive was getting a bit crowdedthis is just what was needed now she has plenty of room to store all her files",2023-03-31,5,"verified purchase"
"2207","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"regina","im a fan of the t series from samsung this t outpaces the t drives i have substantially typically  x the write speed very nice",2023-10-13,5,"verified purchase"
"2208","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"green machine","bought the tb because i need a fastreliable spot to back up all my business projects since currently they are all on different spinning hdds but after loading it up to about tb i started to noticed the copy speed start to slow down i chalked it up to the read speed of the hdd so thought nothing of it but at tb full it really slowed down to around mbs read still thought it was the hdd so after copying all tb of data i tried accessing files on it and the folders took no joke  seconds to load it let along the file previews did a few speed tests and it was as the images above show like mbs readwrite swapped out the usdc cable with another and it improved the speed to around mbs but thats it mind you this thing is rated for mbs did all the diagnostic tools samsung provides and basically its just a slow piece of crap after tb of storage usedavoid the tb version this was legit my first and most likely my last samsung product ill ever buyonly good thing ill say about it is the build quality is top notch no complaints there apart from the piece of crap usbc cable that thing is busted already",2023-09-08,5,"verified purchase"
"2209","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"booknerd","great",2023-09-15,5,"verified purchase"
"2210","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"david b","did not work straight out if the box but once i reset it was ok",2024-02-16,5,"verified purchase"
"2211","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"steve","as advertised and arrived on time",2024-01-28,4,"verified purchase"
"2212","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"matt","love the samsung t  compact really fast and just plugged into my laptop and ready to go",2024-02-16,5,"verified purchase"
"2213","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"edward haldane","this is the fastest external ssd i have owned i have had others that perform poorly by comparison definitely recommended",2023-10-06,1,"verified purchase"
"2214","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"sue","i use this as a backup drive very small and light and does its job",2023-09-09,5,"verified purchase"
"2215","samsung-mu-pc1t0r-ww-aluminium-portable",NA,"colin madden","love how small and light and easy to use this is very fast and connected right to my samsung phone",2023-09-04,5,"verified purchase"
