"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1098","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Mrinal Pathak","Good for face and body","Reviewed in the United Kingdom on 5 October 2016","1.0 out of 5 stars","Verified Purchase"
"1099","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Hip Goddess","I ordered this product to use on my face as it was discribed on the original photo. I have a sever skin condition as a result of having covid, and had just used the last of the Cetaphil fir face. The one I received just says moistening cream. And is much thicker. So I am considering sending it back, as I have plenty of the moistening cream.","Reviewed in the United States on 15 June 2022","4.0 out of 5 stars","Verified Purchase"
"1100","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Denise Vicky Matou","Product had been opened. The seal was broken.","Reviewed in the United States on 8 October 2021","5.0 out of 5 stars",NA
"1101","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Jan Grutzner","Does exactly what it says. Leaves my skin feeling great and spreads far.","Reviewed in Australia on 31 January 2024","4.6 out of 5 stars","Verified Purchase"
"1102","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Min2","Can't beat this moisturizer. Absorbs fast, doesn't leave greasy hands, face or body and a little bit goes a long way. Paired this with the cetaphil sensitive face wash and have had minimal breakouts since and helps with my oil/dry skin. As someone with sensitive skin, I highly reccomed purchasing this.","Reviewed in Australia on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"1103","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Tomtho","This lotion is absorbed very quickly and keeps my skin soft without a layer of grease on it. It has no scent so it doesn’t interfere with any perfume you might be wearing. This is the best lotion I have ever tried.","Reviewed in Australia on 4 May 2022","2.0 out of 5 stars","Verified Purchase"
"1104","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Skye","I bought this after my dermatologist recommended it and it seems a very good product","Reviewed in Australia on 13 June 2020","5.0 out of 5 stars","Verified Purchase"
"1105","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"snapper","Makes the skin soft and supple, and is not greasy or oily. Gets absorbed easily and skin feels hydrated. I highly recommend this lotion.","Reviewed in Australia on 13 December 2020","5.0 out of 5 stars","Verified Purchase"
"1106","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"John","Great product.... As good as the brand name moisturisers, without the fragrances. It's obsorbrd quickly by the skin.Bricks and morter retail pricing is around $25 for the 1 litre pump. That said, it frequently on sale, and can easily be purchased for 30% off this price.","Reviewed in Australia on 25 December 2021","5.0 out of 5 stars","Verified Purchase"
"1107","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Simonov Kortović","Does what it says, doesn't irritate my skin, and is affordable.","Reviewed in Australia on 15 June 2021","5.0 out of 5 stars","Verified Purchase"
"1108","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Ash Long","This is a very good moisturizing lotion and does just what it's supposed to do. Recommended.","Reviewed in Australia on 27 June 2019","5.0 out of 5 stars","Verified Purchase"
"1109","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Grace","It is the best moisture for your body plus face and suitable for whole family. It is available in lowest price on Amazon as compare to anyother place.","Reviewed in Australia on 31 October 2021","5.0 out of 5 stars","Verified Purchase"
"1110","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"InHope","Ive used this for years and never lets me down. So gentle for sensitive acne prone skin. I never break out with this!","Reviewed in Australia on 30 July 2021","5.0 out of 5 stars","Verified Purchase"
"1111","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Jan Grutzner","My husband uses this moisturiser regularly as he very dry skin. It is very good.","Reviewed in Australia on 31 January 2024","4.6 out of 5 stars","Verified Purchase"
"1112","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Min2","Amazing moisturiser for sensitive, dry skin","Reviewed in Australia on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"1113","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"RS","Best moisturizing lotion for my skin type..Easy to lather not sticky..","Reviewed in Australia on 6 March 2021","2.0 out of 5 stars","Verified Purchase"
"1114","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Meagan","Doing a good job has cleared my manly sensitive skin without causing irritation!","Reviewed in Australia on 9 August 2021","5.0 out of 5 stars","Verified Purchase"
"1115","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"LM.A","Love this product use it all the time great for sensitive skin thankyou","Reviewed in Australia on 29 March 2021","5.0 out of 5 stars","Verified Purchase"
"1116","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Adam Crammond","Good moisturiser for all year round.","Reviewed in Australia on 13 November 2020","5.0 out of 5 stars","Verified Purchase"
"1117","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Tracey m.","My skin feels amazing and i have oily, sensative skin. Love.","Reviewed in Australia on 10 October 2020","5.0 out of 5 stars","Verified Purchase"
"1118","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Jubz","Great price and great product!","Reviewed in Australia on 3 March 2021","5.0 out of 5 stars","Verified Purchase"
"1119","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Marc F.","good","Reviewed in Australia on 17 July 2020","5.0 out of 5 stars","Verified Purchase"
"1120","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Chris","Item was broken when it arrived. The pump action was broken off the nozzle.","Reviewed in Australia on 31 March 2019","5.0 out of 5 stars","Verified Purchase"
"1121","Cetaphil-Moisturising-Lotion-Skin-Types","Best moisturizer","Jan Grutzner","This has no smells, therefore I apply my fragrance over the moisturised area to make the fragrance last longer 🔥","Reviewed in Australia on 31 January 2024","4.6 out of 5 stars","Verified Purchase"
"1122","Cetaphil-Moisturising-Lotion-Skin-Types","It's simply super","Min2","Skin seems to be so such relaxed and refreshed and smooth, in love with this product","Reviewed in Australia on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"1123","Cetaphil-Moisturising-Lotion-Skin-Types","MaKes  skin as silky and young as a beauty","Tom W.","Exactly what I was looking for. Needed a non heavy moisturiser for the sticky summer months","Reviewed in Australia on 24 March 2020","2.0 out of 5 stars","Verified Purchase"
"1124","Cetaphil-Moisturising-Lotion-Skin-Types","Not fragrance free as mentioned","TJ CHAMP","Great product, great value for money and gets the job done well for my skin.","Reviewed in Australia on 7 January 2022","5.0 out of 5 stars","Verified Purchase"
"1125","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"JessyLucy","good product","Reviewed in Australia on 15 March 2023","5.0 out of 5 stars","Verified Purchase"
"1126","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Thomas Queenan","Bought this for my daughter because she breaks out with Eczema from time to time, so I helps stop the itching and adds moisture to her skin. We bought this on the recommendation of her doctor. I chose Amazon because it was cheaper and convenient. It was delivered taped up as to avoid leakage, so no problem upon arrival.","Reviewed in Australia on 19 March 2021","5.0 out of 5 stars","Verified Purchase"
"1127","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Sue","It's the best moisturizer. I stopped using all fancy products and only use this.","Reviewed in Australia on 5 May 2020","5.0 out of 5 stars","Verified Purchase"
"1128","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Consumer DownUnder","It's creates wonder on skin","Reviewed in Australia on 29 June 2022","5.0 out of 5 stars","Verified Purchase"
"1129","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Naazia Shamim","Skin care","Reviewed in India on 16 November 2021","5.0 out of 5 stars","Verified Purchase"
"1130","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Gopibabu Srungavarapu","Though the seller mentions it is imported and fragrance free, the one I received is not. It is made in India with fragrance (farnesol).","Reviewed in India on 4 January 2022","5.0 out of 5 stars",NA
"1131","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Jan Grutzner",NA,"Reviewed in Australia on 31 January 2024","4.6 out of 5 stars",NA
"1132","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Min2",NA,"Reviewed in Australia on 18 August 2023","5.0 out of 5 stars",NA
"1133","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,"2.0 out of 5 stars",NA
"1134","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1135","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1136","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1137","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1138","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1139","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1140","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1141","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Jan Grutzner",NA,"Reviewed in Australia on 31 January 2024","4.6 out of 5 stars",NA
"1142","Cetaphil-Moisturising-Lotion-Skin-Types",NA,"Min2",NA,"Reviewed in Australia on 18 August 2023","5.0 out of 5 stars",NA
"1143","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,"2.0 out of 5 stars",NA
"1144","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1145","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1146","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1147","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1148","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1149","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1150","Cetaphil-Moisturising-Lotion-Skin-Types",NA,NA,NA,NA,NA,NA
"1151","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,"4.8 out of 5 stars",NA
"1152","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1153","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1154","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1155","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1156","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1157","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1158","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1159","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1160","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1161","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,"4.8 out of 5 stars",NA
"1162","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1163","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1164","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1165","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1166","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1167","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1168","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1169","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1170","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1171","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,"4.8 out of 5 stars",NA
"1172","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1173","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1174","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1175","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1176","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1177","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1178","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1179","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1180","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1181","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,"4.8 out of 5 stars",NA
"1182","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1183","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1184","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1185","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1186","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1187","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1188","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1189","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1190","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1191","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,"4.8 out of 5 stars",NA
"1192","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1193","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
"1194","Cetaphil-Daily-Hydrating-Lotion-Hyaluronic",NA,NA,NA,NA,NA,NA
